ltable_id,rtable_id,label
1796,40897,0
2588,17082,0
1109,24829,0
1512,37729,0
708,29923,0
1200,38579,0
368,31181,0
1802,7510,0
996,33952,0
2176,53265,1
695,60419,1
2564,2245,0
708,44680,0
1818,50298,1
483,50551,0
2264,17253,0
1053,46369,1
2146,51627,0
1264,25877,0
2355,13877,0
607,1055,1
1698,24132,0
19,7065,0
1074,7702,0
2264,55158,0
2604,45177,1
807,47913,0
611,26178,0
1683,16634,0
1479,15319,0
1014,46435,0
1630,29036,1
962,47222,0
1855,56428,1
1330,2906,0
42,42156,0
2387,21999,0
2272,59246,0
467,48964,0
1363,43980,0
2588,55852,0
604,56131,0
617,39976,1
2203,16456,0
993,21949,0
133,38079,0
1491,2161,1
486,40040,0
352,61473,0
713,14737,0
1856,36743,0
367,31469,0
1749,55975,0
288,30541,0
2338,16634,0
2275,62085,0
329,43210,0
1863,13660,0
95,52988,0
352,17040,1
612,30305,0
204,64072,0
1840,57982,0
604,50416,0
1567,22729,1
1995,37952,0
68,16374,1
1946,60354,1
1832,34002,1
1100,18922,1
1986,62583,0
1397,36030,0
483,29717,0
148,34045,0
2395,26854,0
1055,14,1
2531,32267,1
1599,55562,0
271,16392,0
682,47087,0
228,55852,0
2396,4736,0
2183,57581,0
2226,14147,0
954,13173,0
707,30919,0
755,53620,0
644,6596,0
336,18328,0
212,9099,0
2568,5130,0
2333,46289,0
840,57136,0
2330,1839,0
1840,28876,0
2320,18272,0
1397,48006,0
1082,28180,0
411,26187,0
231,34010,0
333,59763,1
336,53327,1
1365,20909,0
1327,26844,1
1382,15190,1
998,2988,0
1428,54940,0
424,5194,1
2256,13699,0
1912,25016,1
1439,30264,0
1517,14317,0
1840,29092,0
563,61582,0
632,44760,0
910,4841,0
2457,32041,0
707,30992,0
931,64123,0
1307,927,0
1700,11246,0
2008,13741,1
858,46443,0
2496,60512,0
2326,35843,1
1290,13681,0
922,18619,0
2306,45029,0
112,16346,1
734,60452,0
1348,9943,0
1671,29125,0
535,38705,0
1836,58622,0
274,13907,1
2420,23411,0
712,55034,0
2478,59778,1
277,27634,0
2568,10458,0
238,33342,0
2338,42562,0
1534,21565,1
148,11014,0
2397,20199,1
2275,56210,0
349,17974,1
1807,22065,0
1747,17986,1
779,37481,0
1367,16092,0
1954,55055,0
1367,1739,0
2330,41580,0
1957,62619,0
2345,9037,0
1468,30713,0
1578,33580,0
1314,60603,1
1770,9943,0
755,23727,0
2568,64215,0
739,16647,0
1431,15847,0
1912,22010,1
1867,61384,0
2104,6852,0
1135,27923,0
1683,44135,0
677,12067,0
1148,17214,0
1065,8027,0
1390,22421,0
95,55947,0
652,30776,0
2275,33342,0
1142,1521,1
389,35303,1
1014,41263,0
21,38975,1
33,55553,1
17,41656,0
540,63984,0
1560,21118,0
1840,19923,0
2106,35006,0
1840,44406,0
453,28892,0
408,15535,0
256,816,1
555,37253,0
229,57384,0
2006,15684,0
758,47682,0
2372,7420,0
1875,7543,0
1545,34956,1
2519,22661,0
1264,293,1
2310,16392,0
1391,13830,0
1401,41141,0
2203,14618,0
585,28666,0
132,11426,0
1263,38773,0
2332,21223,0
2455,31381,0
120,7115,0
733,19556,0
1857,48103,0
612,34209,0
141,49426,0
2255,24003,0
787,22731,0
735,54231,1
797,48831,0
562,63428,0
151,52385,0
66,2845,0
604,16634,0
1773,5702,1
2338,47847,0
1989,12370,0
1508,52556,1
1152,55320,0
1133,52068,0
182,4569,0
1068,8027,0
1148,44664,0
603,45459,1
1307,9939,0
1143,12140,0
1082,42659,0
606,38562,0
994,34154,0
408,2961,0
1586,20874,0
928,61502,1
807,55705,0
1012,61022,0
405,7720,1
1683,49051,0
1264,24044,0
497,18140,1
284,52060,0
1752,12140,0
1998,40018,0
973,25761,0
2030,19270,0
1510,63294,0
234,63415,0
1985,55870,0
1221,22349,0
899,27270,0
1037,36209,1
600,46108,0
913,42755,0
1401,33580,0
631,15038,0
2492,1095,0
2500,42797,0
2386,60799,0
525,3408,0
534,33904,0
646,3207,0
437,58227,1
2330,32158,0
2336,54856,0
1176,50378,1
1200,49169,0
119,23195,1
228,57739,0
570,34166,0
2588,2170,0
2390,22990,1
1065,56249,0
2411,3595,1
653,42166,0
449,2103,0
2333,38886,0
994,33773,0
724,8032,0
1429,56979,0
1571,2832,0
2418,28114,0
726,41345,0
2280,49692,0
1154,18542,1
288,50005,0
1302,29529,0
1446,44546,1
181,8825,0
810,57731,0
1612,30450,0
280,7373,0
1364,17962,0
1478,5637,0
120,44245,0
1139,7233,0
1105,39128,0
1861,53684,0
2005,23788,0
2509,36969,0
990,9767,0
321,39715,0
408,6003,0
708,26567,0
858,39292,0
1433,59439,0
2310,14618,0
362,32749,0
1205,35556,1
1536,25741,0
1715,45275,1
161,22806,1
1752,51185,0
1213,60192,0
1422,45887,0
784,54977,1
487,41813,0
1826,19055,0
826,42503,0
2220,58174,1
2552,59474,0
2159,37976,0
2336,42998,0
1742,11422,0
682,57030,0
1407,57488,0
141,15868,0
1200,41920,0
1498,23318,1
899,51023,0
1712,27639,0
681,7756,0
1462,62984,1
353,2235,0
996,45271,0
537,47385,0
598,2235,0
1264,41911,0
1929,26315,0
1829,11056,0
2220,61690,0
1968,50780,0
2478,10904,0
2467,21087,0
2208,39994,0
95,3961,0
2564,39846,0
2050,44563,0
1288,17171,0
2334,14858,1
2392,53939,0
1239,5159,0
733,53199,0
2214,42348,0
631,39931,0
95,45648,0
470,3858,0
1986,5287,0
1827,31216,0
1785,55562,0
1829,15400,0
1460,15195,0
1082,56256,0
1826,36665,0
772,10970,0
1554,12003,0
1082,19746,0
91,23737,1
519,7908,0
1969,43049,0
926,27289,1
1727,30755,0
1752,26258,0
203,48726,0
1465,48163,0
2498,31381,0
1671,7789,0
1741,21454,0
1625,16943,0
1060,44609,0
1082,28746,0
153,25396,0
709,48006,0
1894,37091,1
1746,52662,0
2248,37076,0
2400,13814,0
1680,7995,0
522,54913,0
759,7951,1
39,28613,0
1148,26044,0
1821,15386,0
2498,7510,0
1659,3152,0
925,48888,0
1688,52317,1
1283,51743,0
1288,35665,0
1548,52353,1
1775,62135,0
150,30415,0
1462,14264,0
1962,59074,0
98,40394,0
1926,33078,0
883,60017,0
837,41141,0
205,44226,0
1914,29717,0
2070,59316,0
2575,33075,1
1404,48623,1
2515,34408,0
670,34485,1
2256,34097,0
778,7001,0
1811,30026,0
527,33305,0
19,35170,0
1491,43088,0
1840,9039,0
645,46567,0
1742,33603,0
547,42063,0
1401,20619,0
342,39339,0
1059,10805,0
2171,25335,1
1982,57601,1
2509,48130,0
2354,8820,1
1628,28756,1
0,10073,0
783,27639,0
1421,18238,0
1352,49286,1
1673,21653,0
1826,59186,0
998,56172,1
994,13355,0
713,55822,0
493,23657,1
1856,1415,0
2350,27481,0
1213,31232,0
960,55610,0
1023,52406,0
381,23013,1
1391,11384,1
1957,40897,0
707,60693,0
453,39935,0
1105,12676,0
703,60363,0
791,6795,1
1921,53740,0
2342,17209,0
657,15611,0
2561,41792,0
1226,2655,1
2422,11382,0
2609,8769,1
2330,18281,0
1133,20274,0
1487,45838,0
578,57440,0
929,6429,0
403,61321,1
788,7012,0
1281,43793,1
2340,2128,1
449,44791,1
1421,26233,0
1929,50407,0
584,29840,1
452,11678,0
1746,39992,0
2208,40102,0
1821,19262,0
2556,52406,0
2126,62929,1
1960,11368,0
2280,25749,0
1543,26863,0
670,23717,0
2398,14724,0
1735,15289,1
1200,23392,0
1241,4716,1
1543,55055,0
1127,60693,0
246,41600,0
1213,47147,1
688,59439,0
660,47368,0
2500,2961,0
1159,44835,1
1185,24504,0
2440,14618,0
1377,60363,0
2560,2887,1
399,29784,0
1944,20247,0
781,1461,1
1840,31328,0
801,20029,1
971,56289,0
485,33324,0
932,43459,0
1088,50321,1
1572,57980,0
1421,25395,0
2500,26417,0
1954,49750,1
1816,60594,0
1133,31545,0
1857,37034,1
277,58415,0
1573,41702,1
883,50036,0
1105,15876,0
197,10856,0
442,30128,1
828,9847,0
554,568,0
2400,11699,0
2609,16650,0
33,18241,0
211,44287,0
524,31707,0
2562,24538,0
1211,40192,1
681,61398,0
1749,41733,0
2489,4569,0
2562,37090,0
1105,16892,0
2168,51784,0
1537,56693,1
1940,28908,0
1986,33055,0
18,35750,0
562,48523,0
1005,22744,0
6,52821,0
1673,6892,0
2330,26417,0
562,56256,0
228,58131,0
56,31493,0
2506,22242,0
156,33962,0
2538,2127,0
2492,55852,0
955,54352,0
1676,14589,0
2172,20740,0
234,612,0
574,39128,0
996,47930,0
1981,14281,0
492,5716,0
657,35934,0
942,10963,1
535,21097,0
1893,54938,0
601,13281,0
1665,953,0
2513,3191,0
2588,8559,0
270,38562,0
1129,59852,0
612,43625,0
1841,29092,0
758,23822,0
996,50005,0
396,19939,0
1749,23822,0
713,41733,0
1842,51042,0
2492,6312,0
1834,5869,1
1843,4585,1
1354,38352,0
1269,24021,1
568,50887,0
1543,45648,0
2554,27014,0
2169,61354,0
1981,47752,0
1821,38545,0
2216,32134,0
151,48523,0
1423,2195,1
2568,42389,0
2561,53679,0
184,9132,0
555,42864,0
95,24183,0
1979,21042,0
562,51916,0
640,42063,0
2249,36069,0
2455,62397,0
2335,60603,0
1902,40825,1
1270,5147,0
198,44003,1
1671,28422,0
2455,56193,0
506,48374,0
156,45693,0
1049,9988,0
1200,36937,1
1012,7046,0
1807,8593,0
264,36520,0
2466,34299,0
2564,23818,0
1546,2326,1
2568,11823,0
1819,62815,1
2491,22340,0
114,51099,0
2587,12067,0
151,47010,0
1380,13025,0
2188,37202,0
1481,2604,0
1815,24994,0
221,5555,1
408,14605,0
1920,50062,0
1944,52851,0
1133,63302,0
930,7806,0
562,28465,0
225,32718,1
2185,58317,0
2538,19704,0
204,8178,1
1133,24183,0
2384,50828,0
2564,6409,0
277,49953,0
1788,52858,0
990,52266,1
791,2569,1
1280,21224,1
1270,23695,0
2183,42392,0
1916,46913,0
474,10690,0
2362,55072,0
1852,36937,0
2375,47210,0
1247,11170,0
1383,37481,0
1107,16996,1
2383,59578,0
1100,62229,1
1319,61006,0
1082,32041,0
1842,40231,0
2113,50155,0
1154,55562,0
612,63294,0
1865,5937,0
515,36401,0
1736,33175,0
2255,2055,0
2200,37863,0
2431,25619,0
1526,7235,0
632,1183,0
31,22508,0
1185,17832,0
670,6154,0
1583,35418,0
1583,42562,0
2392,32091,0
741,32584,0
256,34093,1
2554,49070,0
1342,38842,0
2538,31328,0
722,27778,0
763,27640,0
2280,56443,0
1735,37940,0
1777,37391,1
2184,59998,1
2005,3473,0
1049,9019,0
1392,1832,0
140,41474,0
1157,28977,0
1944,16906,0
100,30712,0
2467,14998,0
528,15622,0
1721,28214,0
247,47199,0
1508,6295,0
228,40962,0
1906,45398,0
1829,34408,0
1954,1903,1
2492,42797,0
1841,53356,0
2445,7806,0
333,16374,0
101,9845,1
118,63910,1
1602,3622,0
1953,7844,0
996,30325,0
1774,27401,1
2338,18926,0
1583,1043,0
329,5278,0
2588,2961,0
2435,52850,1
1953,11368,0
1439,24994,0
1179,29566,0
1856,26416,0
2564,51174,0
495,39799,1
1365,52854,0
1249,8398,1
936,26901,1
307,2509,1
1431,31280,0
1683,27827,0
1341,48794,0
381,60456,0
43,63635,1
720,2758,0
1840,22490,0
1480,62028,0
95,44203,0
498,59251,0
1981,22722,0
2270,34668,0
658,24437,0
2277,21351,0
1829,26775,0
2185,23948,0
758,4680,0
758,39419,0
720,37724,0
1953,50901,0
1015,13223,0
1767,41701,0
1316,11775,0
604,12466,0
1203,46454,0
1254,17625,1
2256,26179,0
741,38677,0
1578,17285,0
2579,49443,1
2614,24194,1
1856,926,0
1482,33641,0
1510,23877,1
2513,46429,0
754,31572,1
1233,23180,1
631,7572,0
1932,50737,1
2487,27703,0
156,53196,0
618,24138,0
2506,52181,0
775,25702,1
1165,39163,0
2303,7534,0
1901,33577,0
2420,32512,0
2082,59081,0
1454,7905,1
41,11056,0
1260,33156,0
65,43392,0
1288,52703,0
996,18487,0
2565,48032,0
960,42022,0
1529,28465,0
570,19923,0
501,9519,1
2300,8802,0
1140,45553,1
95,20258,1
2568,7781,0
1912,30105,1
82,23500,0
1616,3018,0
2256,17062,0
2281,32134,0
1074,56771,0
1592,56204,1
452,5935,0
2486,43717,0
713,34940,0
2466,46326,0
2581,48750,0
604,1183,0
234,8627,0
996,58317,0
835,48571,0
1110,35462,1
126,32174,0
1346,27523,0
212,63200,1
2128,14556,0
210,41457,0
2406,54302,0
632,15934,0
1826,34075,0
1829,10241,0
40,16353,0
2107,10139,1
792,17599,1
2558,43978,0
797,9426,0
1361,35588,0
778,41703,0
589,10611,1
1364,13262,0
111,39760,0
846,23658,0
1487,47824,1
1462,21956,0
1397,34498,0
1037,40053,0
1829,61117,0
1111,17855,1
2232,53270,0
483,6348,0
2522,54803,0
788,28789,1
1829,59307,0
2300,23774,0
1816,39032,0
1342,32134,0
1633,28132,0
1612,19441,0
182,53772,0
1392,37809,1
997,41759,1
350,58198,0
771,31216,0
2568,63089,0
1235,52688,1
2140,57319,0
88,41242,0
1616,46291,0
960,3018,0
1105,44406,0
1151,44117,0
2431,2488,0
601,52709,0
1968,16881,0
612,55055,0
1868,37936,0
2517,19180,1
525,11260,0
1094,13843,0
659,8129,0
1975,59558,0
267,2235,0
807,56137,0
1522,53419,1
2293,57380,1
1523,12019,0
1068,44664,0
1761,3132,0
1712,53104,0
333,40686,0
837,25574,1
95,7781,1
2563,44470,1
464,5737,1
2359,29396,0
1547,63803,1
1607,58152,1
95,17648,0
1494,35507,1
1848,63803,0
2211,2577,0
2152,63933,1
526,2870,0
267,12540,0
1264,18854,0
462,64261,0
2510,16807,0
357,50601,0
1953,20602,0
2195,10695,0
2113,36935,0
692,55447,1
2161,28746,0
771,6348,0
1867,46133,0
667,61844,0
1549,63519,0
2396,18168,0
1341,45459,0
1492,62913,1
1336,14554,1
1868,13731,0
1451,26223,1
2563,55077,0
703,17892,0
1364,6850,0
136,47846,0
2203,36689,0
2559,56760,0
1867,18567,0
506,7012,0
1556,34442,0
2568,55264,0
1145,6054,0
2101,17005,0
612,7065,0
713,22340,0
595,20104,0
1529,43737,0
2280,9936,0
2564,38545,0
2483,2170,0
1683,28758,0
670,9716,0
791,7208,1
2392,1671,0
1660,35698,1
1367,58809,0
337,28587,0
2036,23133,0
2342,50755,0
1513,47845,0
343,44851,0
2280,10637,0
2186,14595,1
1431,32433,0
17,4146,0
1207,20214,1
1135,52426,0
280,43474,0
1138,15380,1
888,14565,1
652,45113,0
1431,12263,0
610,51084,0
1539,53553,0
1561,58252,0
593,34949,1
677,3716,1
1014,62665,0
2388,14281,0
2374,18632,0
797,21296,0
570,2161,0
2489,31331,0
954,49043,0
1082,45010,0
563,30082,0
1790,55615,1
570,11056,0
1921,22056,0
1812,62941,0
2125,49918,0
2410,35853,0
1051,16833,0
1665,60210,0
528,25396,0
2462,27855,0
2076,1887,0
395,39150,1
2310,61072,0
813,7529,0
2559,47010,0
1846,22024,0
1007,19062,1
1367,7776,0
1953,55545,0
1407,56304,0
1776,57675,0
203,55610,0
494,9491,0
1362,7374,0
203,54213,0
1162,51169,1
2552,24504,0
867,12061,1
995,23118,0
2431,18926,0
120,54174,0
1543,20258,0
1901,33729,0
562,58524,0
1883,29125,0
520,45743,0
2049,34997,0
2154,5615,0
807,47824,0
1841,9039,0
182,39692,0
996,46640,0
95,27198,1
1161,42961,1
612,44736,0
2388,41405,0
667,16881,0
2320,57236,0
432,5553,0
1594,21786,1
98,53225,0
1749,2870,0
1248,60624,0
505,11758,0
2219,16192,0
95,24667,0
2228,57104,0
2418,35979,0
1073,11028,1
2421,4643,0
1925,50546,0
2303,15620,1
2161,6889,0
2531,43308,0
150,33960,0
1841,22490,0
554,46444,0
2392,34737,0
2020,4798,1
781,38846,0
644,31743,0
1529,24018,0
1264,35825,0
1890,34389,1
283,13398,1
453,38759,0
516,61266,1
736,10163,0
659,13262,0
519,62155,0
1953,42476,0
2125,21637,0
1829,20624,0
197,60992,0
1829,43016,0
598,50551,0
1143,50675,1
1095,35868,1
2527,55260,1
1934,63899,0
1152,49711,0
138,34846,0
1802,6596,0
44,53611,0
631,30895,0
1408,36351,0
1868,53757,1
401,24504,0
1508,5338,0
2579,63839,0
2466,1113,0
1703,41813,0
1341,50550,0
95,8868,1
604,41821,0
1852,56940,0
2309,15345,1
1510,57989,1
1025,50621,1
1665,39297,0
914,11853,1
1901,44425,0
1544,8379,1
95,34209,0
2525,7215,0
2432,59202,0
1671,25566,0
2303,28431,1
1635,40767,0
1815,30895,0
54,50156,1
1519,17415,1
1960,12904,0
2445,47172,0
758,37765,0
612,35665,0
1028,26913,1
2323,58990,1
1401,23109,0
1826,17317,0
2466,31468,0
318,27009,0
562,6409,0
40,7208,0
544,35400,1
2443,1113,0
1336,47486,0
1221,53104,0
1397,59334,0
1317,4701,1
716,21921,0
2338,63938,0
2019,62683,1
120,7729,0
1872,60617,0
562,28180,0
1583,29808,0
1854,59187,1
2466,13325,0
1421,7606,1
658,18894,0
781,25371,0
2554,63981,0
1827,5278,0
570,38879,0
858,2389,0
2294,34226,0
1133,32611,0
155,50887,0
842,31328,0
529,16604,0
1350,58524,0
363,40965,0
647,38842,0
1011,21272,1
2279,41598,0
2437,6958,1
95,38474,0
810,43330,1
2481,2004,0
342,38562,0
1980,39695,0
1749,57193,0
180,48523,0
329,53053,0
2560,17566,0
361,42334,0
529,32403,0
1612,11678,0
139,41445,0
1640,15825,0
1363,2604,0
151,3034,0
1925,53527,0
238,44328,1
2531,15639,0
2538,62792,0
1785,2832,0
367,15743,0
178,23036,1
1244,49970,0
1841,5877,0
956,1626,1
495,35648,1
942,16381,1
720,12644,0
1742,22351,0
1996,48744,0
986,13989,0
798,12097,0
875,54254,1
1920,16634,0
895,34602,0
69,12154,1
66,58595,0
1512,6494,0
1826,23534,0
2565,33081,0
120,37076,0
1873,57690,0
151,43919,0
1719,53931,1
1549,51973,0
2218,36092,0
733,32111,1
393,33904,0
1006,11087,0
2418,38005,0
1268,15841,1
895,45178,1
1074,43799,0
1099,63301,0
1109,19769,0
93,3732,0
670,15639,0
2070,6373,0
1865,40470,0
2222,45864,1
2368,51583,0
703,12263,1
2188,16579,0
42,29717,0
1133,38444,0
1426,51769,0
380,38543,1
1810,53399,1
204,31823,0
2538,18751,0
1208,53145,1
1065,52160,0
1561,13007,0
1531,2546,0
2113,50781,0
1580,15862,0
711,50858,0
755,17037,1
1300,36476,1
2609,15812,0
2553,18271,1
820,46429,0
95,20026,0
2355,20140,0
2368,30077,0
628,61810,0
30,62918,1
1435,17473,0
713,15065,0
1810,42855,0
2481,24116,0
707,47438,0
1883,43918,0
2264,59081,0
209,37750,0
485,35854,0
2528,41474,0
1518,49714,0
1828,13700,0
1635,62619,0
960,61117,0
1518,1043,0
526,15491,0
2380,9462,0
1130,44550,1
151,42029,0
2610,34045,0
515,20155,0
1826,55804,0
1200,27863,0
2508,42343,0
2572,26349,0
19,22308,0
1954,44203,0
2431,27955,0
1949,11056,0
2373,62773,1
899,39381,0
1692,24779,0
1163,18970,1
2563,17380,1
2423,18329,0
200,46954,1
1602,20963,0
441,53098,0
1749,59474,0
778,23362,0
68,7564,0
468,52870,0
2139,37724,0
2307,11856,0
935,58383,0
203,9786,1
2384,32288,1
1342,15024,0
1270,28214,0
1572,39274,0
6,40008,0
1785,12439,0
362,57559,0
1749,55822,0
1437,4308,0
1074,27702,0
1914,44766,0
2438,50573,0
19,8468,0
1439,46127,0
2370,36720,0
622,3858,0
1601,34635,1
1829,52851,0
758,32033,0
2588,409,0
2246,28530,1
1528,41380,1
1111,29703,1
1398,11170,0
632,15530,0
1635,8329,0
960,59605,0
1172,61601,0
2431,12481,0
632,19278,0
2099,22006,0
1849,14321,1
1830,33123,0
659,28959,0
1375,7560,0
2292,57280,0
2295,39902,0
1401,60840,0
1785,7374,1
126,60210,0
2513,33099,0
1634,8027,0
253,2988,0
1701,24841,0
1874,723,0
369,60565,1
1012,57159,0
1426,11975,1
1826,7103,0
2449,59876,0
1816,40897,0
2093,42063,0
2448,494,0
1841,23948,0
1998,25761,0
713,5087,0
1840,16906,0
168,37110,1
2528,51500,0
390,14023,0
2500,35760,0
2332,27684,0
472,28669,0
1462,61078,0
2300,53286,0
1991,3725,0
2466,58481,0
2456,48824,0
2500,37381,0
199,8846,0
814,23844,1
1146,8178,0
2411,48100,0
390,44696,0
1980,6703,0
783,11839,0
1841,13025,0
360,52956,0
1116,60118,1
758,18721,0
98,11270,0
518,29632,0
2564,42631,0
56,23411,0
181,44758,0
1483,50642,1
772,33392,0
149,60267,1
1828,29605,0
118,6703,0
1185,47521,0
483,5278,0
2513,26355,0
1612,4305,0
2196,8178,0
813,56787,1
1583,24963,0
1159,43717,0
1872,56515,0
1933,26879,0
2195,40296,0
2432,42210,0
1371,63511,0
2558,24944,0
1180,18705,1
2466,10637,0
1842,39128,0
339,16591,0
886,53053,0
1855,20464,0
1263,57624,0
1234,12642,1
19,20343,0
632,61429,0
930,47172,0
2575,32020,0
277,2518,0
2466,10507,0
1046,51273,0
1840,57253,0
2374,6494,0
592,57588,0
2457,37056,0
1213,34662,0
612,11368,0
689,5647,0
1996,40619,1
670,41362,0
899,60772,0
2342,2170,0
431,9493,0
2188,22137,0
2314,39935,0
2603,50887,0
2125,39164,0
1697,27387,0
1028,47169,0
1466,4650,0
1734,28947,0
2262,13380,1
2195,15699,0
961,22839,0
581,42542,0
626,51609,1
1288,60412,0
459,49472,0
2474,19592,1
615,55320,1
506,38426,0
229,31084,0
178,50781,0
709,59852,0
612,59548,0
540,38929,0
2564,24018,0
2396,30992,0
1888,33692,1
1109,49290,0
2135,56521,1
45,40350,0
2491,13025,0
1239,9716,1
2045,8019,0
1735,31545,0
1200,22975,0
258,28648,0
1065,8178,0
2069,22917,0
2222,2389,0
2466,409,0
1132,47433,1
2575,50108,0
504,51273,0
280,20657,0
1912,24948,0
1158,31017,0
1244,54103,0
1314,41561,0
1529,42949,0
1716,25417,0
772,26107,0
570,31442,0
2464,28866,0
1059,63356,0
1292,24963,0
2587,8003,1
2320,53468,0
1842,568,0
2270,2871,0
2275,59034,0
1737,60467,0
813,3207,0
1721,23695,0
741,57406,0
1133,16835,1
1901,13295,0
185,33175,0
883,59849,0
2492,58464,0
2333,9462,0
841,16388,0
960,51065,0
1375,5087,0
842,38046,0
2336,12708,0
2188,50720,0
427,16289,0
584,25127,1
208,46389,0
1221,5937,0
1369,5937,0
2050,58530,0
570,59362,0
1407,43618,0
2588,30332,0
2603,25469,0
787,53040,0
1829,16892,0
1401,62065,0
2086,6714,0
612,7046,0
1074,18299,0
1543,22635,0
1375,568,1
1741,13782,0
1741,24023,0
2034,57125,0
1868,49916,0
1263,61633,0
1829,48858,0
2518,56735,1
1218,45739,1
2614,26660,1
1812,43214,0
1375,60693,0
512,11042,1
2445,45299,0
1749,59246,0
2282,9722,0
215,20032,0
104,51928,0
695,35311,0
1320,15156,1
1708,34046,1
1156,30556,0
1580,5084,0
1727,10337,0
468,56256,0
2305,10059,1
1780,63830,0
1591,43183,0
364,26027,0
2400,35967,0
2432,24963,0
772,23783,0
1031,19304,0
861,22839,0
243,60092,0
2364,52704,0
363,18910,0
468,26483,0
667,58249,0
19,7998,0
12,28322,0
713,7970,0
562,59605,0
323,43011,1
1951,58099,1
1712,17562,0
2386,10564,1
2427,17906,0
1727,48490,0
1802,56291,0
2588,46761,0
1185,33831,0
7,49296,0
2528,30919,0
2563,51500,0
2300,18727,0
659,54243,0
689,34592,0
421,26129,0
2113,17040,0
1981,3128,0
1843,43141,0
827,49374,0
696,31474,0
2076,2569,0
2432,28437,0
565,9698,1
1679,38001,1
1040,49296,1
749,15938,0
2129,60606,1
741,25469,0
2399,38392,0
645,19036,0
950,30879,0
2602,3134,0
1230,37453,1
1448,15735,1
